text,group
"Also a learning tool, social outreach & if possible, enjoyable",Unassigned
"I am a healthcare worker, working is about helping others as well",Unassigned
A job is a means to pay the rent and the bills. You can make  good friends there but the only reason people work is to pay the bills,Unassigned
On a personal level it is to earn money but on a macro level it is to have functioning societies that improve over time.,Unassigned
C est une activite de Tout les jours,Unassigned
"Depending on the type of work and what field, it can also be social or motivational.",Unassigned
I actually enjoy my job and what I do so yes I'm earning money but I enjoy being there,Unassigned
Parce qu’on en a besoin pour vivre,Unassigned
It can be only that or it can be something that you enjoy and are passionate about,Unassigned
"Un travail permet oui de gagner sa vie, mais aussi de pratiquer une passion ou de passer du temps dans un domaine qu’on aime",Unassigned
Dépassement de soi accomplissement,Unassigned
"Because my job is my career, a very big part of my life",Unassigned
"There are parts of job, and previous jobs, that are fulfilling in nature.  Other parts are incredibly monotonous and serve very little purpose other than busy work.",Unassigned
La base du travail c'est gagné de l'argent point final,Unassigned
I have no passion for my job. I am undereducated and stuck. I have no money to go back to school. I work because I need to pay rent.,Unassigned
I work to have money to enjoy life. My off time is more important,Unassigned
"Si je ne peut m'epanouir dans mon emploi, je fais que gagner un salaire.",Unassigned
C’est pas facile de travailler pour sa passion,Unassigned
"I spend eight and sometimes 10 hours at a great job. It's more than half my day, so it needs to be significantly more than just an income. There needs to be pleasure and satisfaction otherwise I'm wasting 10 hours of my life everyday!",Unassigned
I work to live only.  My job isn’t a career and there is no advancement.,Unassigned
Je pense qu il faut ajouter d autres paramètres,Unassigned
Moyen de se réaliser et de se rendre utile,Unassigned
"Bien que la principale raison de travailler pour la quasi totalité des gens, moi y compris, soit de gagner de l'argent, on y trouve aussi quelques avantages puisqu'il y a une certaine vie sociale entourant le travail, de même qu'une certaine satisfaction lorsque les résultats sont bons, et parfois certains chanceux y rencontrent même celui ou celle qui deviendra leur conjoint(e).",Unassigned
"C’est l’endroit pour se valoriser, rencontrer des gens et mieux se connaître",Unassigned
"While some do find employment in an area that is a source of passion for them, the majority of people simply do tasks which need to be completed.",Unassigned
"For some a job is just that, but for lucky ones it can be a passion.",Unassigned
Meeting people and doing work that they appreciate,Unassigned
C’est vrai en partie,Unassigned
"Yes, but it can also be enjoyable",Unassigned
I also believe that a job is also a waynto socially interact with those around you and to help enrich one’s life.,Unassigned
Il est primordial de se sentir bien et valorisé au travail,Unassigned
Ce n’est qu’un moyen pour payer son loyer et vivre.,Unassigned
"A job provides a sense of accomplishment, growth, feeling of being of service, and hopefully challenges you.",Unassigned
"Si je ne suis pas payé, je n'irais pas travailler. J'ai besoin d'argent, donc je travaille pour en avoir.",Unassigned
"Ça peut aussi être une passion, une vocation, des défi, se surpasser, apprendre, socialisé.....",Unassigned
Because the majority of work places make you feel like nothing but a number and try to take advantage of you as much as possible.,Unassigned
Parce que ça fait beaucoup d’heures à faire quelque chose de upon n’aime pas faire.,Unassigned
"Se dépasser, apprendre de nouvelles choses",Unassigned
"Car personnellement c’est principalement un moyen de gagner de l’argent, mais c’est également un moyen de développer mes compétences",Unassigned
Parce que si je n'avais pas besoin d'argent je ne travaillerais pas,Unassigned
Yes it’s a form of making money but depending on the job it could be a career,Unassigned
I am passionate about my work,Unassigned
"Pour moi c’est aussi pour socialiser, sortir de chez moi",Unassigned
A job can also provide a sense of worth and accomplishment,Unassigned
"I understand that some people have jobs and they do their work only to earn a living. So, otherwise I would say personally I disagree. A lot of people are more invested in their work, careers and professions. They are dedicated and committed to the work that they do and support, and it's more about personal and professional recognition. It's definitely more than money.",Unassigned
Un emploi est aussi un moyen d aporter qlq chose a la societe,Unassigned
I do my job because I actually like it - not just to earn money.,Unassigned
"Un emploi est essentiel pour participer au bon fonctionnement de la société, particulièrement si on parle d'un emploi en lien avec les valeurs importantes (l'éducation, la santé, etc.). Le métier choisi représente aussi une passion pour plusieurs.",Unassigned
"You work in exchange for money. _x000D_
What else is there? _x000D_
_x000D_
No work = no money.",Unassigned
"You need to advance your career, but not only dedicate your time to work",Unassigned
Need some reason beside pay,Unassigned
A job should also be about satisfaction.,Unassigned
Il faut travailler pour gagner sa vie,Unassigned
I help people and enjoy my job,Unassigned
"I go to work to earn money, I don’t mind what I do but money is what gets me there",Unassigned
C'est aussi d'autres aspects.,Unassigned
"my job is, in some way, an expression of my values and identity. it's the place I spend the most time a week, it's a social circle.",Unassigned
"Je suis plutôt en accord. Parfois le travail est associé à une passion ou un intérêt mais ça peu être alors encore plus exigant. _x000D_
Mais pour la vaste majorité des humains, le travail est une nécessité économique ou une contrainte.",Unassigned
"C,est aussi un endroit ou un peut s'épanouir et participer à un but commun",Unassigned
I need more than just money from my job to be fufilled,Unassigned
its something you have to do to live,Unassigned
Il permet aussi de s’accomplir personnellement.,Unassigned
Il faut aimer son emploi avant tout,Unassigned
Parce que je préfère les vacances,Unassigned
It defines you as a person and you have to enjoy what you do to be happy at your job,Unassigned
It is way to earn money but also pride,Unassigned
"Depending on the type of work one does, they may also get personal satisfaction from the results of their work.",Unassigned
Every person needs a purpose,Unassigned
"Pour moi, c'est aussi un moyen d'apprendre de nouvelles choses, de rencontrer de nouvelles personnes et de me dépasser",Unassigned
"Parce que ont a tous besoin d’un emploi pour payer les essentiels de la vie courante, ex: un logement, nourritures, vêtements.",Unassigned
"A job can be just that, but I like to believe there are jobs out there that cultivate loyalty and personal growth.",Unassigned
In my opinion a job is not chosen as is a career and is therefore not necessarily enjoyed or not enjoyed at all and is just to earn money,Unassigned
Car c’est la pure  raison. Onnpeut faire aussi du social mais principalement c’est pour l’argent et nous permettre de vivre,Unassigned
People work for other reasons but the main reason is money,Unassigned
"Il faut aussi que ça apporte du bien-être, de la réalisation autrement ça peut être déprimant.",Unassigned
"There are many more ways in which a job compensates you...social connections, identity, self satisfaction....",Unassigned
J’aimerais mieux être riche et ne pas travailler,Unassigned
"J'ai besoins:_x000D_
- défis_x000D_
- reconnaissance_x000D_
- être une référence dans mon expertise_x000D_
- motivation, stimulation_x000D_
- plaisir_x000D_
- travail d'équipe dans la collaboration_x000D_
- passion",Unassigned
It’s your way of helping the world,Unassigned
"Se dépasser,  s’accomplir",Unassigned
J’aime travailler,Unassigned
C' est parce qu'il faut aimer ce que l'on fait aussi comme travail.,Unassigned
Can provide some fulfillment,Unassigned
Un endroit où on peut sociabiliser,Unassigned
Il faut avoir des aptitudes et aimer le travail qu’on fait,Unassigned
"Bien que le travail est généralement relié à la subsistance, il peut être aussi une passion",Unassigned
We only work to make money. Nobody gets a job just for the fun of it.,Unassigned
Le travail est une forme d'esclavage,Unassigned
Some jobs are just there so you can earn money and some are your passion.  For me I like the job I have at the grocery store while my freelance writing career is my passion,Unassigned
"Nous passons la majorité de notre temps au travail, nous devons l’apprécier et il devrait être un moyen de s’épanouir et  de se développer.",Unassigned
"I work to make money so I can enjoy my life outside of work (travel, playing in the great outdoors). I don’t particularly love my job but I love the benefits from making money.",Unassigned
"It's not just for earning money.  It's a way of someone as myself., a senior, to have social contacts, keep the mind alert and healthy.",Unassigned
"I enjoy what I do for work so it’s more than just money for me. But I don’t live to work, I work to live.",Unassigned
"Milieu de socialisation _x000D_
Valorisation_x000D_
Défi permettant d’évoluer_x000D_
Milieu stimulant",Unassigned
"Un emploi doit aussi apporter un sentiment d'accomplissement.  Aller travailler tous les jours ne doit pas être une corvée, un désagrément.",Unassigned
"Some jobs yes, some jobs no.",Unassigned
"Ça peut aussi être une source de fierté, du sentiment de faire quelque chose d'utile, un sentiment d'accomplissement, etc.",Unassigned
"Je fais très bien mon travail, mais il est devenu difficile et fatigant pour moi. Je fais de l’entretien ménager dans les maisons privées deux par jour .  Comme j’ai 63 ans  c’est beaucoup plus demandant qu’avant.",Unassigned
"I work to live, I don’t live to work.",Unassigned
"c'est aussi un milieu de vie, des rencontres, un milieu social.",Unassigned
"there are many jobs people do for less money than they should be making, or could be making. there are jobs people do more for the love of it than the money. however, i'm not saying they would just do it for free. but if the capitalist system were different, they would probably still do that job.",Unassigned
You should have a job so you’re able to live your life but if it’s truly a “calling” it definitely can be more,Unassigned
It should provide purpose and pride,Unassigned
"Depends on the job. I like what I do and I'm self employed, so it ends up being more of a lifestyle than a 9-5.",Unassigned
"A job keeps us busy and can help developing special skills._x000D_
",Unassigned
"I love my job! I’m an educational assistant, and I hope I make a difference in kids’ lives every single day.",Unassigned
"Parce que si on travaille pas on a pas d argent donc pas de maison , pas de nourritures...",Unassigned
Les employeurs se sont assurés au fil des années de n'être ni une source de fierté ni avoir à donner qu'un salaire...,Unassigned
Oui pour l’argent moi faut aimer ce que l’on fait,Unassigned
Some people find purpose in their jobs outside of money,Unassigned
C’est aussi un moyen de se rendre utile socialement et de s’épanouir personnellement.,Unassigned
I don't do it for fun,Unassigned
C'est aussi un moyen de m'accomplir professionnellement et d'avoir une vie sociale.,Unassigned
you need to also be happy doing your work or the money means nothing,Unassigned
A job can also bring personal fulfillment and align with your values.,Unassigned
"You need money to buy groceries and things and live_x000D_
",Unassigned
Unless you have a dream job it's just a paycheque,Unassigned
"A job is primarily a way of earning money, for some it is more than that though and they find some deep satisfaction in it",Unassigned
Yes it is mainly earning money but also a way to grow/socialize/etc,Unassigned
"Au final c'est la raison ultime pour laquelle je le fais,  mais c'est aussi un lieu d'échange, d'apprentissage et de dépassement de soi",Unassigned
There is more to life than just working and a job is only there to provide money,Unassigned
You should enjoy the work you do or you’re going to hate your life!,Unassigned
"It can be so much more if you let it/want it to be. It can be fulfilling part of your life, it can be a passion that drives you, it can be a way to serve your community",Unassigned
I think some people can find greater life purpose from work,Unassigned
Le travail est une manière de se réaliser et d'être heureux,Unassigned
There are some perks to working aside from the money,Unassigned
Think its more. Make you feel worth while,Unassigned
"A job allows you to make money, it's not a passion and it's not a career.",Unassigned
depends on your level of commitment.  To me it's always been about doing your part to get the company to the next level.,Unassigned
Because it helps you financially and that’s what work is about mainly,Unassigned
"Not all work is satisfying. Sometimes, it is just a means to an end.",Unassigned
On gagne de l'expérience et de l'assurance dans un milieu,Unassigned
Pas seulement ça mais il faut être épanoui dans ce que tu fais sinon ça sera pénible de se rendre au boulot.,Unassigned
"Mostly I agree with this statement, I’d like to feel like my job is making a positive impact, but in reality I think this is hard to achieve and a luxury",Unassigned
"C'est aussi un endroit où l'on développe des liens, perfectionne des compétences et où on ce forge souvent des amitiés.",Unassigned
I think you can line up your passions and interested with your work so that it's less of a means to an end and more of a positive experience overall.,Unassigned
Un moyen de se réaliser de se sentir utile,Unassigned
"I have a meaningful job in healthcare that was my passion, although money also important",Unassigned
"If you spend hours a week doing something nearly every day, you should also derive some personal growth in it that impacts the rest of your life in a positive manner.",Unassigned
"As I spend a significant amount of time at work, it is important to me that I enjoy the work and work environment.",Unassigned
"This statement is more accurate for some, but I believe there are those who have a calling to do certain work, or a passion that they are able to turn into a career._x000D_
_x000D_
Saying that a job is JUST a way to earn money also ignores all the other ways in which a job affects you: family life, stress, mental health, physical wellness, etc.",Unassigned
Un emploi peut aussi être une passion et un service public,Unassigned
"If you're one of the few people who manage to work in a field that they actually care about, you're incredibly lucky. To have ones job be one's purpose must be fulfilling. However, most people are just whiling away the hours at meaningless jobs that don't pay well enough, but are required as people must constantly be proving that they're worthy of being allowed food and shelter. It's a fucked up system",Unassigned
"A job can also bring you a sense of accomplishment, a way of contributing to society, of helping others.",Unassigned
"A job should be about about personal growth, helping others if possible, and enjoyable.",Unassigned
Because most people wouldn't work I'd you didn't get paid,Unassigned
"A job is also your way of impacting the world around you. If the effects of your labour make things worse or contradict your ethics, you should not do it.",Unassigned
In the past I was more committed to my job but lately I feel unappreciated and I do it for the paycheck. I don’t get a lot of pleasure or satisfaction from anything I achieve,Unassigned
It depends on the job. Some are more fulfilling than others. Some is a way to earn money some you earn money and provide another larger benefit.,Unassigned
I don’t enjoy my job and there is nothing I can think of to do that I would enjoy,Unassigned
I love my job and don't look as it as just earning money.,Unassigned
"Companies have shown how expendable employees are (especially minimum wages workers) when times are tough, scheduling too few shifts to qualify for benefits, and leading employees in with promises of raises or promotions",Unassigned
"It is a way to earn money. But, also somewhere to learn and pass the time.",Unassigned
Agree for the most part but it can also be an opportunity to socialize.,Unassigned
"Si je n'avais pas besoin d'argent pour vivre, je ne travaillerais pas",Unassigned
A good job can be fulfilling but those are hard to come by. Most work is just a way to earn money and pay the bills,Unassigned
My job makes me money so I can do things. If I didn’t have to work I would quit immediately,Unassigned
I like to be able to make a difference with my work,Unassigned
"Aimer son travail n'est pas obligatoire, mais ça motive!",Unassigned
Certaine personnes on une carrière plus passionnante que d'autres,Unassigned
We got to work to earn money to live but also make connections with others,Unassigned
A job is mostly a way of making money. It also has opportunities for you to expand your knowledge and skills if you're in the right field.,Unassigned
"You‘re exchanging time/your life to earn money. That being said, if you are in a skilled trade then I would consider that to be more worth while since those skills are always useful outside of a day job.",Unassigned
"In my case, I have my priority towards my college program. I have another job as well which is more career based and the gateway of my future is a lot more accessible not having extensive responsibility weighted against the paid hourly wage",Unassigned
Not just about money. It’s about feeling productive and helping othets,Unassigned
"I work to live, I don't live to work",Unassigned
Because that woukd be an awful way of mindset heading into work everyday especially id you hate your job yes you need a paycheck but if you turn your job into a career or hobby you love it will be way more fulfilling,Unassigned
"A job can be, but isn't always, more meaningful than just a pay cheque",Unassigned
"Un emploi c'est aussi pour s'épanouir, apprendre et se sentir utile.",Unassigned
"Look, I like my job but there is more to life than work. The 5 day work week is a capitalist trap. The entire economy is a colonial imposition and it’s killing the planet. There is enough for everyone. We don’t need billionaires.",Unassigned
A job also grows your personal talents and abilities and helps one to learn new skills. It also allows you to develop meaningful connections with your colleagues.,Unassigned
"Si tu as une passion pour ton travail non. mais si c est plus un plan B,C,D oui",Unassigned
C'est aussi un moyen de se réaliser en tant que personne,Unassigned
"J'aime ce que je fais, mais je le fais pour survivre et payer pour mes choses",Unassigned
"I love my job and really put my heart into my job.  I definitely don't have the highest paying job that I could get with my education, but I love where I work because I have a lot of fun with it.",Unassigned
Jobs can be just a way of earning money if you like to torture yourself. But you can have fun and do things you enjoy to help people and make money while you are doing it.,Unassigned
There are many ways to make money,Unassigned
One can gain personal appreciation in life and getting paid is a bonus,Unassigned
It is in the sense that you can do what you love and really enjoy but if you can’t make enough money doing that to support your family then it’s not feasible. If possible it’s best for everyone if you find something you enjoy though,Unassigned
I love my job -it is incredibly rewarding and it doesn’t pay a lot,Unassigned
For many it is a passion or a calling.,Unassigned
"Remuneration is important, but so is job satisfaction._x000D_
",Unassigned
"Je suis semi retraité ,et je travaille car je n'ai pas envie d' arrêter complètement.",Unassigned
Sometimes jobs can also be a passion.,Unassigned
you need to earn money to pay to live,Unassigned
"Can provide fulfillment, stimulation",Unassigned
"In many situations this is the case. But sometimes people find a job that is more for the love of the work, and can be enjoyable",Unassigned
Il faut être heureux dans son emploi sinon ça donne rien,Unassigned
you have to enjoy your job also,Unassigned
"Il n y a pas nécessairement que l argent ! Les contacts, sortir de la routine c est bien",Unassigned
"Un emploi est un moyen de s’épanouir, d’échanger et d’apprendre.",Unassigned
You spend most of your time at work so you should enjoy it and find it rewarding,Unassigned
"Le travail épanouit, permet les relations sociales et nous associe à l'ensemble de la société...",Unassigned
Le travail permet la sociabilisation et de gagner de l'argent pour profiter de la vie,Unassigned
"I enjoy my job, it gives me purpose and a sense of accomplishment besides money.",Unassigned
Jobs can be just ways to earn money; but many people find fulfillment in their jobs beyond just financial benefits. It can also be a place to build relationships.,Unassigned
"Its a way to socialize, learn new skills, develop new relationships, network; it's more than just a means to an end",Unassigned
"I think some jobs can provide much more than just money - things like satisfaction, fulfillment, friends. But the primary role of work is making money.",Unassigned
Not interesting,Unassigned
"If you have no choice then yes. It is the means to make money in this society. If you are lucky enough to get it, a job can also work towards the improvement of society.",Unassigned
"The way I feel for my job anyway, I am just a number and that is how its going to stay, don't get me wrong i don't hate my job, but its just a job and it pays well",Unassigned
"You have to like what you do, if you do you don’t just work for money",Unassigned
"A job needs to provide a certain level of satisfaction, or it will crush your soul",Unassigned
My career is in the arts and thus I have dedicated myself to serving society and not just making money.,Unassigned
"Primarily to earn money, but also develop skills and make connections.",Unassigned
Well I would hope that I can do something I am passionate about and that has a positive impact on others/the environment.,Unassigned
Need money to live so got to work,Unassigned
"A job is also a way of spending your time. While they are investing money in you, you are investing time in them.",Unassigned
"The purpose of a job is to trade time for money. This money allows us to pay for housing, food, and everything else that makes living possible. Therefore a jobs only purpose is to provide me money.",Unassigned
It can also be a place to learn new skills.,Unassigned
Need to be thoughtful and try hard to make enough to survive,Unassigned
"You must enjoy or get some satisfaction from your job.  You spend so much of your life working, it needs to be somewhat enjoyable and satisfying.",Unassigned
You need money to live,Unassigned
A career is more then just  a way of earning money,Unassigned
Because the only reason to work in this age is to make money to live in this colonial capitalist economy.,Unassigned
I believe in public service for the greater good,Unassigned
In my job i accomplish an important role for the safety and well being of my community so while it is primarily about making money to support my family there is also a sense of accomplishment which makes the job more than just a paycheck,Unassigned
I wouldn't work if I didn't need the money.,Unassigned
Il occupe nos journées et il nous fait socialiser,Unassigned
It’s a way to gain life and social skills. But if I didn’t need money I wouldn’t be working,Unassigned
"Cet énoncé peut être vrai ,si l’emploi est à court terme.Sinon,la santé mentale et physique en prennent un coup.",Unassigned
Takes a lifetime to build a career,Unassigned
It provides and opportunity for personal growth and sense of contribution,Unassigned
"Work is a big part of your life whether you want it to be or not. If you don’t enjoy what you do or don’t like who you work for, then life will end up pretty miserable.",Unassigned
Il faut s'épanouir et s'amuser dans son milieu de travail pour être heureux dans la vie!,Unassigned
A job that aligns well with my skills and aspirations will allow me to contribute to society in a positive way.,Unassigned
We spend a large part of our lives at work therefore it is important that we find our working fulfilling.,Unassigned
"It’s a way of having social interaction and feeling like you have a purpose (for some people, some jobs anyway).",Unassigned
Un emploi est un moyen de se définir socialement,Unassigned
"Pour le plupart des gens qui n aime pas leur travail _x000D_
Ce n est pas ma situation",Unassigned
A job also gives you a sense of self.  I get to be creative at my job so I'm satisfied that way as well as getting paid.,Unassigned
"No one would choose to work if they didn't have to do earn money! At least not as much as we do. I do believe you can find satisfaction in doing a job you believe in, but I think the current system takes any joy out of work and makes it a necessity instead of a choice.",Unassigned
"It can be a social activity, as well as a required part, however small; of making society function",Unassigned
"I acknowledge this may not be the case or attitude for everyone, but for me in my current job, I do not love or feel attached to my work. My goal is to earn enough money to support my family and live a comfortable life, and have enough time off to spend on people I love and activities I enjoy.",Unassigned
If I didn’t have to work for my money I wouldn’t have a job,Unassigned
"En partie c’est ça, mais aussi s’épanouir professionnellement",Unassigned
That is what we are employed to do. Work. No loyalties,Unassigned
"Question was absolute. However, working provides more through experience, networking, and purpose. Additional items may apply,  but point made.",Unassigned
Work is exploitation. Give up 40+ hours a week during the best years of your life so someone else can get richer. Capitalism is killing us all.,Unassigned
"Passant 40h par semaine au travail pendant 35 ans de ma vie, mon travail doit aussi me permettre de m’accomplirai et de me rendre heureux/fier",Unassigned
I wouldn't work for free. Skills development is a nice side effect,Unassigned
C’est un moyen de s’accomplir et de socialiser,Unassigned
Some days that's the way it feels,Unassigned
"Some people have a ‘vocation’, others don’t. If I didn’t have to have a full time job to make money to live, I would not work full time. Most jobs also provide services or goods, so any given job of that type isn’t JUST a way of earning money, it is also a way of providing a service or good.",Unassigned
Depends where you work and how they evaluate you as a person,Unassigned
"It is a way of contributing to society, making an impacts on employees and clients and well as a sense of accomplishment.",Unassigned
It is a way or making friends and money and Keeping the friends,Unassigned
Je suis à la retraite et je travaille à temps partiel pour passer le temps.,Unassigned
"Depends on the job. I work a 9-5 job which many days I enjoy, however given the opportunity I would love to pursue my passion of farming full-time. Currently farming is a part-time entrepreneurial endeavor of mine, that is largely supported by the income gained by my 9-5.",Unassigned
What you choose to do with your time says a lot about you. Also the right job can be very rewarding. Any idiot can just do something to make money. Having passion and care shows in someone’s work.,Unassigned
"Un emploi devrait permettre de se réaliser au niveau personnel, par apprentissage et accomplissement",Unassigned
"I spend more time at work than I do home. A job should be enjoyable, but also a way to make money which is important",Unassigned
A job is literally a contract to exchange time and services for financial compensation,Unassigned
"Yes, it's a pay cheque but it is about self worth, socializing and learning new things",Unassigned
The current job I’m in is not the career path I’ve chosen,Unassigned
Company just cares how we can be more productive,Unassigned
If you find your passion and work in the field you have a better work-life balance. You succeed and the money follows.,Unassigned
"Even though I enjoy who I work with, I am not helping people which is my primary goal in life. However my job is for the most part secure and keeps me supported",Unassigned
"Without a job, I wouldn't be able to maintain my lifestyle",Unassigned
"That's the only reason you have a job, is to make money for yourself. You don't have it because you want to, I don't at least.",Unassigned
It should be rewarding.,Unassigned
i have to have some kind of attachment to what i am doing to be able to do it well,Unassigned
I need to work to make money to pay the bills n if something left to save n some kind of entertainment,Unassigned
It is a way to earn money but also gets you out of your house,Unassigned
Dislike most aspects if my job,Unassigned
I think you should enjoy your job because it can effect your ne Tao health if you are doing something you hate for so long,Unassigned
"I have a job that is important and I take seriously (and love to do) but when you boil it down, it is just a way to pay for life",Unassigned
A job is a necessity of life,Unassigned
Some jobs are a way of life,Unassigned
My job (and hopefully most people’s careers) is my way of giving back to humanity. It is a vocation and I am fortunate enough to love what I do (for the last 26 years),Unassigned
"I disagree with a job as being just income, because it can be so much more. It can bring us purpose, connection to community, it’s a way to use your gifts and talents and serve the greater good.",Unassigned
I’m not making a difference in the world for the better. Just providing a product and making as much money as possible do it,Unassigned
"jobs give purpose and identity, and contribute to society",Unassigned
I think most people are not doing what they want and just take jobs to survive especially in the city,Unassigned
You can work a job that is your passion but in most cases you are pressured to reach and obtain certain financial benchmarks in order to maintain a living,Unassigned
We need job to pay for stuff,Unassigned
That's the way it is,Unassigned
It's a way of meeting new people and gaining life long connections,Unassigned
"Most of us just want to pay the bills, raise our families and enjoy a few treats such as an annual vacation",Unassigned
It’s a way to earn money but at the same time you have to love what you are doing or else you won’t put 100% into the job,Unassigned
I’m not passionate about the work I do,Unassigned
Il faut aimer son travail pour performer,Unassigned
"A job takes up a large part of a person's life, it shapes them and is what someone asks when they first meet you. A job is a job, but a career is a part of you. All of my jobs are still a part of me (even cleaning a dog kennel as a teenage). So, it is not just about earning money, it is so much more. Jobs are out identity in modern culture.",Unassigned
Most jobs don’t lead into careers or pay more than minimum wage,Unassigned
"Because we need money to survive. If money were just give us then we wouldn’t have to work. But then we wouldn’t have any products to buy if no one was working. So you need paid employment to earn money and that in turn creates the products we need. A job can also be a passion or a hobby, but generally speaking people do a job for the compensation.",Unassigned
"Thats all I do , to pay the bills no money left for anything else",Unassigned
I wouldn't be working otherwise,Unassigned
If you are working in the correct field for you it doesn't feel like working it's a Passion,Unassigned
It can be...but that's not the ideal situation.,Unassigned
I get more satisfaction and more things done after my job hours are over.,Unassigned
Whatever job you do you should do not just for the money but to take pride in what you’ve done and to be a contributing member of society,Unassigned
"Yes it’s a way of earning money but I also like to going to work to “escape “_x000D_
_x000D_
Being off means I spend  money instead of making it _x000D_
",Unassigned
I just work to pay the bills. It's a boring job.,Unassigned
"It's a job, just to earn extra pay as we're semi retired",Unassigned
"Comme je suis dans un domaine qui m'intéresse depuis l'enfance, mon travail est en même temps pour moi autant un loisir qu'une vocation.",Unassigned
"No one enjoys their job, money dosen't grow on trees",Unassigned
Cela dépends entièrement du contexte d'emploi et du style de vie de la personne qui l'occupe.,Unassigned
"A job is a means to an end. The job could be to bring in money, or it could be to bring in grain or firewood. Either way its the same in principle.",Unassigned
"C’est aussi une partie de notre vie!Autant que possible,on doit aimer nos tâches.",Unassigned
On peut apprendre en travaillant et on peut aussi connaître des gens,Unassigned
"You spend more time at work than with your family, so it should also be something you enjoy doing and interested in.",Unassigned
"I have never found a job that makes my soul happy, I dont know what exactly that would be but at the end of the day, my job just pays for my life, its not something that sustains me mentally or emotionally.",Unassigned
"Because at minimum, it's what people do to pay bills.",Unassigned
It's a major part of your life,Unassigned
"It’s just that for me, a job",Unassigned
It’s a ways to a means at this stage,Unassigned
"To me a job is just an exchange of time for money, while performing simple tasks with no or little room for advancement.",Unassigned
It builds character gives you values responsibility respect amongst self respect,Unassigned
It's something you have to do in order to get things/services you want,Unassigned
I think your job should be more than just earnings. If you enjoy and learn at your job it is much healthier,Unassigned
C’est aussi une manière de se réaliser et de participer à la vie en société.,Unassigned
"I think your salary is a big part part of your job of course, but you need to like what you do and like your coworkers.",Unassigned
"I have bills to pay so I need to work to earn money.  If I didn’t need the money, I would gladly retire and tend to my hobbies at home.",Unassigned
Sometimes you can’t do what you love because you have bills to pay and people to look after,Unassigned
Because a job is also an opportunity to grow as a human being,Unassigned
A job can definitely be just for money but it can also be something that you enjoy doing.,Unassigned
I'm nothing but a slave. a normal work week for me is 80 hours. Last week I could only find 40 hours of work. That's why I answered part time.  If I wasn't married and I didn't have children I would have put a bullet in my head years ago. I work like a slave and there's nothing left at the end of the month. There's no point. I don't have a life. I work until I can't work any longer and then I sleep. And then I get up and do it again. And it never ends. I can't afford the taxes. I can't afford anything when the bills are done.,Unassigned
It’s rare to find a job you enjoy. I enjoy some aspects of my job but would really rather be doing something else.,Unassigned
As a worker you exchange your time and skills for money. At the end of the day corporations will only pay you if they can make more than your salary.,Unassigned
A job should be something  you enjoy,Unassigned
"Because after the project I'm working on, once finished I'll be expendable.",Unassigned
"Ideally, it should be something you enjoy, and that provides a sense of accomplishment. That's not always possible, so at times it may be just a way to earn a living.",Unassigned
"Depends on one’s interests. Some will view jobs to get to where they want. Others, will use a job to build experience and acquire experience they want",Unassigned
Je crois en la valorisation par le travail,Unassigned
It should something you take pride in and says something about who you are.,Unassigned
Because it is a job.  Only that.  A career job you should enjoy.  Most jobs you just work for the pay check and don’t enjoy as you should,Unassigned
A job gets me out of the house and gives me something to do.,Unassigned
It’s a transaction.,Unassigned
Because for some people it may be… preferably one should like the job that they work and find accomplished from it,Unassigned
you have to enjoy your work and the people that you are working with,Unassigned
A job should bring fulfillment,Unassigned
"A job you enjoy doing isn’t work at all, I have that in my work",Unassigned
I believe it should be part of what you are to truly enjoy work,Unassigned
"Emploi est l’occasion de se réaliser soit même, de se dépasser, atteindre des but, se sentir utile, avoir une raison d’être.",Unassigned
"Because I think it’s possible to find work that makes you happy to wake up to every morning, but so far I have yet to find that.",Unassigned
"A job is a great way to discover new things, to be educated on a lot of matters, to learn how to cope with different situations",Unassigned
Le travail est aussi une implication sociale,Unassigned
A person spends a large chunk of their life at work.  To give up that much of your life and only get money in return is a waste of life. A job has to satisfy more in a person's life than just practical or you might as well be a slave - spending your work time to benefit others and only getting a means to physically survive in exchange.,Unassigned
Job is a means to make my family life better,Unassigned
"It’s also about learning new skill, self fulfillment and interaction with other people.",Unassigned
If you don't enjoy you're job it's just work.,Unassigned
Because a job is a job family and friends are more important. A job is a way to earn money not define your life,Unassigned
"depending on your job,  the jobs I have had has been a great place to build friendships and an escape from reality",Unassigned
"Un emploi est stimulant, nous apporte des défi ,dans mon cas me fait rencontrer des gens",Unassigned
it also provides social interaction  which humanity needs,Unassigned
The cost of living continues to increase,Unassigned
"Si on n'avait pas autant de trucs à payer pour vivre, c'est clair que je ne travaillerais pas à me faire chier pour un autre qui récolte le paquet",Unassigned
"its earning income but its also, for me, helping my clients improve their quality of life and thus contributing to society.",Unassigned
"Some people need their job as a social outlet, some get great fulfillment from their job (nurses, teachers etc.)",Unassigned
"It's good to enjoy what you do for a living,  and create things , make customers happy.",Unassigned
"My job is how i make money. I havent chosen the other people that work there, the location, the hour etc. I’ve just found something I can work with to make money",Unassigned
Life has more to offer. You can't do that working 8 to 10 hours a day,Unassigned
It can be that way but some jobs are more meaningful,Unassigned
Ça dépend pour qui,Unassigned
"sometimes a career defines a person , for some it does not .  How I feel about this  will change depending on what stage I'm in my life.",Unassigned
"It’s better to enjoy what your job s but in the long run you are replaceable, you’re there to make money.",Unassigned
It's also a way for self-realization,Unassigned
