text,group
"Dedication, interests, work ethic,",Unassigned
General personality types associated with that job.,Unassigned
"Motivation, skills",Unassigned
Well I work day by day trying to Fit the bills and things like that,Unassigned
Financial status,Unassigned
General interests and education level,Unassigned
Their education,Unassigned
"Their personalities, ambitions, interests, etc.",Unassigned
Life style,Unassigned
"Integrity, personality, morals",Unassigned
"What they may be passionate about, what they're good at",Unassigned
Could be their values and what they believe in for the country.,Unassigned
"Income, lifestyle",Unassigned
"I don’t believe a person’s job necessarily tells you much about their character, personality or values, but perhaps it can give you an indication of how they’re likely to approach issues or where their professional strengths lie",Unassigned
"Lifestyle, personality to an extent",Unassigned
"Background, education, work ethic",Unassigned
You can usually get an idea about their income level. Sometimes you can deduce their values and interests.,Unassigned
"Work ethic, certain interests, and aspects of life style.",Unassigned
how much they value time and money,Unassigned
"Their approximate level of wealth, critical skills or personality traits needed for someone in that role",Unassigned
"What they are interested in and passionate about._x000D_
",Unassigned
"Their social status, potential personality traits.",Unassigned
"How educated they are, how ""well off"" they are, how happy they are.",Unassigned
"Their personality, will to wanna have success in life",Unassigned
Educational background,Unassigned
"What kind of work they’re willing to do, what they believe is their value to society, and how much life they live in thanks to their income",Unassigned
What their skills are,Unassigned
How they dress. How they speak.,Unassigned
I provide financial consulting to investors,Unassigned
"Confidence_x000D_
Great at science_x000D_
Great at math_x000D_
Patient",Unassigned
their intelligence and values,Unassigned
By their character and way of speaking.,Unassigned
"Hardworking, what they may like to do. What they're drive is.maybe more not sure really",Unassigned
"If they’ve received higher education, maybe their interests",Unassigned
"attitude, introvert or extrovert, strength",Unassigned
It tells about the way they could behave,Unassigned
Level of education and critical thinking/problem solving ability,Unassigned
"If they enjoy what they are doing, it tells you what guves them joy",Unassigned
Everything I can read a person like a book,Unassigned
If they like manual labor or not if they like being around people or not,Unassigned
what they are interested in and maybe what they studied in school,Unassigned
"What their personality is like, their interests and their morals",Unassigned
Their interests,Unassigned
their values,Unassigned
If you meet and engineer you'd be able to tell that they're academically smart. If you meet an artist you could tell that they're a deep thinker or emotional.,Unassigned
"What they're passionate about/interested in, what they're good at, how much they earn per hour, etc.",Unassigned
"Interests, talent",Unassigned
"What kind of work they have had to do all their life. Blue collar, white collar etc.",Unassigned
What type of person they are,Unassigned
Their interests. Their passions. Their education level.,Unassigned
"It depends on the job, but since upward mobility within socioeconomic factions happens way less than the ""anyone can come from anywhere and get rich!""  myth of America would have you believe,  it's usually a decent indication of the amount of privilege they've been handed throughout their lives. And that - again, broadly - is ususlly a pretty good yard stick for how much of an entitled a-hole they're going to be.",Unassigned
It shows there interest.,Unassigned
"Personality, Intelligence/IQ, Patience Level, Leadership Skills, Passive or Non Leadership Skills, Decision Makin Skills",Unassigned
"their values, interests, or passions. for example artists have a passion to create, if someone worked at a vegan bakery you could assume they value the lives of animals or if they work at a fishing store they like to themselves.",Unassigned
"Certain interests, education level, income level, work ethic",Unassigned
A lot of times you can tell how their brain works. Right sided vs left sided.  Creative/ serious/ logical.,Unassigned
"- very loose approximate income_x000D_
- interests/personality sometimes (if it’s a career job) _x000D_
- social standing",Unassigned
Drive,Unassigned
"Socioeconomic status, education level, level of social privilege",Unassigned
"If they are in a caretaking role, like a  teacher or nanny, they are most likely a caring person. If they are in an underpaid role, like retail they are probably young and/or poor.",Unassigned
"Interests, often their philosophy, how hard they work",Unassigned
Creative people tend to gravitate towards more right-brained creative jobs,Unassigned
Tell whether they are hard working and earnest,Unassigned
"Education level, skills, values (sometimes), interests",Unassigned
"personality,  characteristics  , background",Unassigned
"Skills, interest, motivation, dedication",Unassigned
"Smart, caring, curios",Unassigned
"Often, you can tell whether or not they need the money or just like having the extra income. Class-status, I suppose.",Unassigned
"Skills, priorities, basic values.",Unassigned
the type of job and how long they've been in the job directly influences their lifestyle and their community,Unassigned
"If they're organized, possibly if they're social, punctual. It depends on the job",Unassigned
Can indicate attitudes and perspectives.,Unassigned
"General abilities — writer vs. analytical, critical vs. abstract thinker. Education. Thought process - methodical, whimsical, etc.",Unassigned
"Dedication, education, values, physical characteristics",Unassigned
About their morals and values,Unassigned
How intelligent they are,Unassigned
What kind of stressors they deal with daily,Unassigned
Interest,Unassigned
personality. Examples: teachers generally care about others more than say a finance person. Car salesmen are usually snobby.,Unassigned
what their interests are and what they like,Unassigned
"Values… for example, I would question the values of someone who worked for a tobacco company.",Unassigned
What they're willing to do to earn a living,Unassigned
"Potentially some skills they have, some knowledge of their background.",Unassigned
Hardworking,Unassigned
Trust Reliability work habits,Unassigned
Values,Unassigned
What their basic lifestyle could be and possible their morals,Unassigned
"You can learn what major they studied in college, if they work in a specialized field. You can learn their income bracket, depending on the type of work they do. You can learn their level of education based off the type of field they are in.",Unassigned
There attitude about helping people,Unassigned
Income. Education level. Potential for self sufficiency. Potential for friendly nature,Unassigned
writer and web designer,Unassigned
"How they treat others, their knowledge of certain things (ex: technology) & their views on success/failure",Unassigned
I guess it depends on what type of job they have. Usually get some sense of their personalitie,Unassigned
Typically you can just tell if they have had secondary education or not.,Unassigned
You can tell their interest and passions if they like their job. If they don't you know they probably do things for the money and could feel sad.,Unassigned
Intelligence in that industry. Their lifestyle and expenses.,Unassigned
Civil Engineer site design and permitting for large scale commercial and residential developments,Unassigned
"Their interests, requirements, skills, and other",Unassigned
There ambitions possible. Whether they settle or want more.,Unassigned
"Well, I can get a certain idea of the person but I can't really get to know a person just based on their way of living.",Unassigned
Alot,Unassigned
"Their values, how much they value Their time",Unassigned
If they make good money,Unassigned
Economic status,Unassigned
The way they dress and express themselves,Unassigned
If they are hard working,Unassigned
"How they act and react to something they say or see_x000D_
",Unassigned
"Their personality, interests, and lifestyle based on income",Unassigned
"Their way of thinking, their network, their salary",Unassigned
what kind of person they are,Unassigned
"Their work ethic and education level, to a certain extent.",Unassigned
What they do at home in their spare time,Unassigned
You can tell what type of lifestyle they can afford.,Unassigned
"Very, very basic details such as general income and perhaps state of living. Not much else.",Unassigned
What drives them,Unassigned
traits and habits or passions work ethic and origination skills,Unassigned
__DK__,Unassigned
"The results in my data, the thrill of an experiment working, and the people",Unassigned
I would miss intellectual stimulus and it would be a waste of my education. I get satisfaction using my education within my career.,Unassigned
having a purpose in life,Unassigned
paying for life,Unassigned
having the income,Unassigned
Co workers,Unassigned
Coworkers,Unassigned
I will be bored,Unassigned
Interaction with other people and the ability to work independently.,Unassigned
Being busy,Unassigned
Money,Unassigned
Creating and relationships,Unassigned
I would miss the companionship of coworkers.,Unassigned
Friends,Unassigned
I can't stand not doing anything so I don't think I could ever stop working,Unassigned
The salary,Unassigned
The income,Unassigned
the comraderie,Unassigned
Interacting with my co-workers.,Unassigned
I would miss the paycheck and health insurance.,Unassigned
the creative and learning process,Unassigned
"Solving problems, collaborating with others, achieving something every day, structure and routine",Unassigned
The people,Unassigned
helping people,Unassigned
I really like the fact that I am helping another person be the best they can be by providing good care. I feel good about this and generally do feel appreciated.,Unassigned
Getting paid for doing something useful,Unassigned
Painting,Unassigned
I would miss interacting with my coworkers,Unassigned
Being able to take things that are broken and fixing them,Unassigned
Schedule and structure.,Unassigned
The money I make,Unassigned
Making a living for myself,Unassigned
My routine,Unassigned
The thing I will miss most is the feeling of happiness after completing a project,Unassigned
Experience,Unassigned
Communication,Unassigned
"Money, I have no joy from my job",Unassigned
The paycheck. The paycheck.,Unassigned
I would miss the bits of social interaction with some of my co-workers.,Unassigned
I will miss my work friends,Unassigned
I'd miss the pleasure of interacting with the animals,Unassigned
I would miss being around other people and talking/teaching the profession that I am passionate about. I get joy from seeing my students succeed and sharing my research with others through presentations.,Unassigned
Nothing,Unassigned
Friends at work,Unassigned
socialization,Unassigned
Being able to listen to podcasts all day,Unassigned
Talking to the airplane pilots and watching the sky.,Unassigned
Would miss the pay and being busy,Unassigned
Being able to provide for my family and myself without relying on anyone else. Being able to help others through the work I do. Feeling accomplished.,Unassigned
"I will miss the interaction and collaboration with my colleagues. At work, solving problems with team members, sharing knowledge and experiences, and celebrating successes are extremely valuable experiences. This kind of social interaction not only contributes to productivity, but also creates a sense of belonging and friendship.",Unassigned
Interaction with other adult with common interested,Unassigned
"I think what I will miss most will be the close cooperation and interaction with my colleagues, as well as the sense of accomplishment and self-realization gained through work.",Unassigned
Seeing colleagues happy with what they do,Unassigned
Feeling like I'm contributing to my community in some way,Unassigned
I would miss reading user responses.,Unassigned
Comfort,Unassigned
Would miss nothing,Unassigned
Having money,Unassigned
I'd miss interactions of others. Having to brainstorm to achieve a certain outcome is rewarding within itself.,Unassigned
money. i would have any lol,Unassigned
"Being outdoors and getting exercise, working with nature is awesome",Unassigned
purpose,Unassigned
Seeing the end product and having a sense of accomplishment,Unassigned
some of my coworkers,Unassigned
Extra Money,Unassigned
Just having something meaningful to do on a day to day basis,Unassigned
I changed my career and I would really miss the scope of my work. I help people in a way that they do not always understand,Unassigned
Travel,Unassigned
My work family,Unassigned
that what I do everyday is part of saving lives.,Unassigned
Work,Unassigned
my work team,Unassigned
Money to live and eat,Unassigned
The good people,Unassigned
Helping my patients.,Unassigned
"If I suddenly stopped working, I think I'd miss the most the camaraderie with my colleagues. We have a great team here, and I always enjoy brainstorming together, bouncing ideas off each other, and celebrating successes. It's a truly supportive environment.",Unassigned
Financial income: I will have to look for another job to meet the requirements of life,Unassigned
Purpose,Unassigned
Professional challenges.,Unassigned
The pay/ and insurance/ benefits,Unassigned
My health insurance,Unassigned
Working with diverse people,Unassigned
Social connections,Unassigned
People,Unassigned
Getting paid,Unassigned
Pay,Unassigned
Helping others,Unassigned
I wouldn't miss anything!,Unassigned
Friendships,Unassigned
sharing knowledge,Unassigned
Making a difference in the lives of kids,Unassigned
Being a part of a team.,Unassigned
A sense of purpose,Unassigned
If I were to stop working I would miss the most is making the money I make.,Unassigned
Working with good people,Unassigned
Having something to do every day,Unassigned
Interaction with patients and coworkers,Unassigned
The ability to being physical,Unassigned
I have no joy at work,Unassigned
"Being around people, being thanked, being validated",Unassigned
Being around other people,Unassigned
Meeting people.,Unassigned
Relating to other’s,Unassigned
Fixing things,Unassigned
Interaction,Unassigned
I would not miss it,Unassigned
I would miss being needed and productive,Unassigned
Kids,Unassigned
the work,Unassigned
Some of my customers are a joy to deal with,Unassigned
Driving around,Unassigned
The accomplishment that I did something in her and something for it. And the ability to buy things on my own or take care of things on my own,Unassigned
Pût m'y ability to work,Unassigned
"my identity, my paycheck, my coworkers",Unassigned
survival money,Unassigned
Quality of my work and financial benefits,Unassigned
helping people in homehealth. thr tech side and the feeling of selfworth,Unassigned
The money and people.,Unassigned
I'll missing doing what I like,Unassigned
Helping,Unassigned
"Staying active,",Unassigned
Getting the positive feedback my clients give me,Unassigned
Personal relationships,Unassigned
The satisfaction of the work i do and the feeling of putting in a hard days work,Unassigned
I would miss going in and helping my customers.,Unassigned
Making a difference,Unassigned
Students,Unassigned
having a goal to accomplish ever week,Unassigned
Having a purpose to get up in the morning,Unassigned
The day to day activities and helping my students,Unassigned
Success at work makes up for lack of success in other areas of life.,Unassigned
I would miss going out and doing things,Unassigned
Interacting with others daily helps fight overthinking and depression,Unassigned
Weekly checks,Unassigned
Idk,Unassigned
I would miss the interaction with people daily.Helping others .,Unassigned
I would miss having a sense of purpose,Unassigned
Having something to do,Unassigned
Human interactions on a wider scale,Unassigned
I will be on Roads,Unassigned
The results of my work,Unassigned
I cant stop working,Unassigned
Seeing my coworkers,Unassigned
Sense of achievement,Unassigned
interacting with work colleagues,Unassigned
The fulfilment of contributing to society,Unassigned
I’d miss being busy and occupied,Unassigned
Helping people,Unassigned
Food,Unassigned
My friends and acquaintances,Unassigned
Interaction with other people,Unassigned
I want to travel,Unassigned
If I stop working I will be very upset,Unassigned
"Consistent paychecks, there is no joy or satisfaction in my work.",Unassigned
Making money,Unassigned
"Helping others, being a part of something, learning and challenging, relationships",Unassigned
The good feeling of serving clients who are in need.,Unassigned
Socializing,Unassigned
The people around me,Unassigned
I enjoy the structure my job gives my life,Unassigned
Salary,Unassigned
The pay.,Unassigned
Having place to sleep and eat,Unassigned
Co Workers,Unassigned
not sure,Unassigned
Being creative with projects,Unassigned
My Co-workers,Unassigned
keeping folks around me happy,Unassigned
I wouldn’t be able to stop working because I need the money.,Unassigned
"Learning practical knowledge, the feeling of growing to be more useful to others.",Unassigned
The money and health insurance.,Unassigned
"Money, I can’t exist without receiving a paycheck. Too many bills.",Unassigned
seeing the people I care about,Unassigned
Helping other people with their projects,Unassigned
My income to be able to live.,Unassigned
purpose and goal in life. stability.,Unassigned
Getting out of the house,Unassigned
friends,Unassigned
Interpersonal interactions with diverse sets of people.,Unassigned
People depending on me to get the job done,Unassigned
"Going out daily. The comrade, the closeness with other Employees",Unassigned
My pay,Unassigned
helping people and feeling productive,Unassigned
The people I work with.,Unassigned
Working with the students,Unassigned
The people.,Unassigned
"The income, spouse is disabled.",Unassigned
When I work directly with people and can see the impact I’ve made,Unassigned
Working in a set manner every day know what needs to get done with a touch of creativity,Unassigned
miss the people I work with,Unassigned
The lack of teamwork,Unassigned
coworkeds,Unassigned
I'll miss some of my coworkers and customers.,Unassigned
"Will I really wouldn't miss much, although I do like it when I am able to go to areas that other individuals wouldn't other wise be able to go to and see and do things that few people have a chance to do. But honestly I'd prefer to hang up that coat is explore new better paying career opportunities that will be good for my own well being.",Unassigned
I'll really miss the work of supervising junior employees,Unassigned
If I was to stop working I would miss my clients & income.,Unassigned
Being my own. Boss,Unassigned
Professionalism with my job,Unassigned
The people I work.,Unassigned
The travel,Unassigned
Quality of life.,Unassigned
Being among people I know. Being able to work with other people.,Unassigned
Money!,Unassigned
The paycheck,Unassigned
Being on the Go. I love being active and driving and delivering,Unassigned
The money. I like to help people decide on things that they want to build.,Unassigned
Si dejara de trabajar no podría vivir económicamente bien pues me gusta trabajar,Unassigned
Camaraderie,Unassigned
coworkers,Unassigned
money,Unassigned
Teaching students,Unassigned
"My relationships with my students and some colleagues, and no longer having the chance to have new relationships with students.",Unassigned
For the family.,Unassigned
The sense of accomplishment that comes from a successful job,Unassigned
The accomplishment of contributing to work.,Unassigned
A feeling of accomplishment,Unassigned
Well if I stop working everything else will also stop and it happens to me that everything went down hill and having trouble getting back up and getting out of depth,Unassigned
Providing for myself,Unassigned
Working with different people,Unassigned
Wouldn’t miss anything,Unassigned
"Human interaction, helping others",Unassigned
social aspect of work,Unassigned
My achievements in my work and the good people I met there,Unassigned
Working,Unassigned
Customers,Unassigned
I would miss discretionary income purchases since I would not have income. I get joy or satisfaction from the creative outlets that my work provides.,Unassigned
Just the money I think.,Unassigned
Not sure,Unassigned
"If I stop working, I would miss the connections that I have with the passengers that I have met along the years. Everyone has a story and I have learned so much from each and everyone of them I will also miss traveling around the world exploring and eating food from all over, the world I love culture and I like to learn a while, ethnicity and cultures",Unassigned
Doing something worthwhile,Unassigned
"Seeing a kid figure out how to solve a problem, and take pride in it.",Unassigned
Work for me is life,Unassigned
Interaction with friends in work .,Unassigned
Profits,Unassigned
Being able to use my creative mind,Unassigned
My team,Unassigned
Making money my family needs,Unassigned
I’d miss the money and health insurance,Unassigned
social interaction,Unassigned
The value I create,Unassigned
The flexibility of my schedule,Unassigned
I enjoy helping people and getting to know them. So I would miss these interactions greatly.,Unassigned
Some of the people I work with are really great,Unassigned
I would miss having a sense of purpose.,Unassigned
I'd miss the income/money,Unassigned
I love working itself,Unassigned
My coworkers,Unassigned
the people,Unassigned
Socializing with coworkers,Unassigned
"Work gives me a sense of productivity and accomplishment for the day. I alos like the people I work with, and enjoy talking to them. I also think that losing the time structure of work can be a bad thing if you don't have other items to keep you on a schedule.",Unassigned
"My team, a sense of belonging and a sense of purpose.",Unassigned
Being around the people,Unassigned
I would miss the people I work with,Unassigned
"The money, and my co-workers",Unassigned
my salary,Unassigned
The money.,Unassigned
Working hard,Unassigned
Activity,Unassigned
Interacting with some coworkers. Lunch breaks,Unassigned
La satisfacción,Unassigned
Spending time with my coworkers,Unassigned
the consistency and routine,Unassigned
The kids,Unassigned
Just having a pay check,Unassigned
To be able to provide for my family,Unassigned
The job,Unassigned
Accomplishing my job every day with a good attitude!,Unassigned
The pay,Unassigned
Social media people talking to,Unassigned
creativity,Unassigned
The thing that I would miss the most is the feeling that I am helping kids learn and grow.,Unassigned
Providing for my family,Unassigned
interaction with people,Unassigned
People interacting,Unassigned
Nothing. I'd much rather do other things,Unassigned
My co workers,Unassigned
I have had this happen and I really miss the clients that I work with.,Unassigned
The steady pay.,Unassigned
"Making a difference in young people’s lives, seeing them do well despite obstacles",Unassigned
Paycheck,Unassigned
Interaction with people,Unassigned
I love the creative aspect of my job and being in the arts.,Unassigned
getting to see the country,Unassigned
Interacting with those professionals that I have connected with over the last 4 years,Unassigned
Supporting important missions,Unassigned
socializing,Unassigned
A job well done,Unassigned
I would miss the sense of community and the sense of satisfaction from generating traffic for campaigns,Unassigned
"The problems solved in the work, I will have a sense of accomplishment",Unassigned
My coworkers and the groups of people I get to work with.,Unassigned
Working with other people towards a goal.,Unassigned
Something to do.,Unassigned
not being homeless,Unassigned
My colleagues and admirers,Unassigned
"cant stop , i will always have to work",Unassigned
Safety and friendly atmosphere,Unassigned
Seeing our residents enjoying their meals.,Unassigned
Colleagues and teamwork,Unassigned
The financial return on which I depend for my livelihood,Unassigned
Contact with others my age.,Unassigned
the money,Unassigned
Assisting my clients with scheduling,Unassigned
Helping other people,Unassigned
Daily purpose and interaction,Unassigned
My job is a mission. I would miss that sense of purpose.,Unassigned
The people i interact with and fixing problems,Unassigned
income,Unassigned
Always having something to do I guess I would miss. I like accomplishing what I set out to do in a day of work.,Unassigned
Completion of an essential project,Unassigned
id be dfine,Unassigned
"Delivering in extremely rich areas, site seeing, the exotic animals, being in nature, and being active.",Unassigned
Meeting different people from all walks of life,Unassigned
having to use my brain and feel achievement when work done good,Unassigned
My love for my workplace and my colleagues,Unassigned
Interacting with others and getting paid for it,Unassigned
"Feeling useful, meaningful contribution to the economy.",Unassigned
Occasionally getting to make changes that better the work environment or streamline efficiency.,Unassigned
"My coworkers, using my brain to do math",Unassigned
Interactions with my patients. I am a people person.,Unassigned
The friends at work.,Unassigned
Being with other people and working together for one common goal,Unassigned
being active,Unassigned
entertainment and co-workers,Unassigned
"I would miss obviously making the money, but besides that I would miss the people I work with because they all treat me pretty nicely and I love my supervisor's fun energy.",Unassigned
I would miss a purpose outside the home. I like using my brain.,Unassigned
My tamily,Unassigned
"honestly my paycheck, it allows me to do the important things in my life",Unassigned
"I would miss my income, most of my coworkers, some of the challenges and opportunities to make an impact in what I do.",Unassigned
having meaningful work and contributing to society,Unassigned
My students,Unassigned
Helping others in pain,Unassigned
Human interaction,Unassigned
My co workers and clients,Unassigned
keeping busy most of the time,Unassigned
The Paycheck and that is the only thing.,Unassigned
The people I worked with,Unassigned
Social interactions.,Unassigned
Financial Gains,Unassigned
The sense of accomplishment,Unassigned
The money. The job is a paycheck.,Unassigned
I would miss having a purpose and goals to achieve each day. A sense of purpose means more to me than a paycheck but at the same time my children and I would be homeless if I didn’t get a paycheck. Purpose is however what makes me get up every day and work.,Unassigned
A paycheck-having a roof over my head and a bed to sleep in,Unassigned
I'd miss the sense of accomplishment from succeeding at a challenging task.,Unassigned
"A feeling of satisfaction, responsibility, self-fulfillment, commitment and sufficiency",Unassigned
"Living. If I stopped working I couldn’t afford life. If I could afford it, I would miss people and learning new things. I enjoy talking to my coworkers and solving problems. I enjoy seeing the huge project I design on paper come to life",Unassigned
Taking care of cancer patients,Unassigned
Having something to do.,Unassigned
managing a successful team- doing a job well done,Unassigned
The interaction I have with my students.,Unassigned
Being able to see a smile on the patient after discharge,Unassigned
Meeting new people,Unassigned
Achieving success by helping people,Unassigned
nothing,Unassigned
Having money.,Unassigned
speaking with and helping others,Unassigned
Having something to do that is meaningful and satisfying. I would miss helping people in their time of need,Unassigned
I would miss the routine and my job.,Unassigned
helping my community and guiding the kids to prosper and challenge not only themselves but others,Unassigned
The feeling of pride in doing something well and the admiration that comes with that.,Unassigned
The consistent income,Unassigned
Taking care of some of the people,Unassigned
"I'd miss my co workers. I love them all, they're great people and the only thing that makes working worth it, other than the money.",Unassigned
Knowing that I affect the watee,Unassigned
"Honestly the paycheck, I need it",Unassigned
Being around other people and providing an essential service to them.,Unassigned
Talking to coworkers,Unassigned
The feeling of being needed,Unassigned
Eating and paying bills,Unassigned
Seeing what I have fixed or created have an impact on someone else.,Unassigned
Being preoccupied,Unassigned
Seeing people smile & enjoy life,Unassigned
Nothing in particular,Unassigned
paycheck,Unassigned
something to do,Unassigned
The people I work with,Unassigned
The family I made at work,Unassigned
A sense of purpose in life.,Unassigned
Honesty and good payment,Unassigned
Discovering my hidden abilities while working,Unassigned
Having money to live,Unassigned
Not being able to associate with anyone,Unassigned
Making people feel safe and protected.,Unassigned
results,Unassigned
Selling perfumes to people,Unassigned
Being around other humans,Unassigned
Being around people and helping people,Unassigned
If I could support my family I'd miss nothing about working. Working is a waste of your life. You are required to waste that amount of life to be allowed to continue living. I would quit tomorrow if I had the means to.,Unassigned
My positive interactions with my customers,Unassigned
Students energy and optimism,Unassigned
Nothing other than the paycheck that I need to live,Unassigned
I would miss the workaday routine,Unassigned
To get out and be amongst your coworkers and customers doing things you enjoy doing gives you satisfaction that's something to look forward to as well as your living,Unassigned
"Making money, teaching and interacting with people.",Unassigned
I will miss getting up early and going to work,Unassigned
The friends,Unassigned
earning a wage and making a difference,Unassigned
"not much, maybe interactions with the nice patients",Unassigned
Nothing I can think of off the top of my head.,Unassigned
The interaction with certain people,Unassigned
The checks,Unassigned
a sense of purpose,Unassigned
The people interactions,Unassigned
A culture of gratitude and recognition goes a long way in making employees feel valued and happy at work.,Unassigned
The view of my office,Unassigned
The ability to reverse illness and correct the misfortunes of others,Unassigned
My money,Unassigned
the type of work i do and my coworkers,Unassigned
Getting paid to support my family,Unassigned
Nothing.,Unassigned
The daily routine of going to work.,Unassigned
If I stop working right now I would miss the comradere of my fellow workers. Seeing the customers smile and look of happiness on there faces when they see the finish product of there house or building.,Unassigned
A feeling of purpose and contributions to society,Unassigned
I would just miss the opportunity to help others.,Unassigned
The Kids at the school,Unassigned
Pay day so I can buy things I want. Everything else about work is not much fun.,Unassigned
I would miss my income and helping people,Unassigned
Using my skills,Unassigned
Feeling like I help people.,Unassigned
the pay,Unassigned
Earning an income to keep the bills paid,Unassigned
Keeping busy helping others,Unassigned
The freedom and independence my income affords me,Unassigned
I’d miss my co workers,Unassigned
The purpose of work,Unassigned
A sense of worth,Unassigned
I don't stop working.wor working is a relative term.one works when one gets up in the morning working for compensation is an experience of satisfaction and accomplishment helping one another is the best means of communication.,Unassigned
Interacting with other people,Unassigned
Generating revenue to support public health,Unassigned
I'd miss earning a paycheck,Unassigned
None of it,Unassigned
My paycheck so I can keep myself housed,Unassigned
I'd miss the feeling of making a sale after working with customers to find the right boat for their needs.,Unassigned
The money,Unassigned
Being with my family and seeing my customers,Unassigned
Nothing really,Unassigned
Being busy all day,Unassigned
Not being in pain,Unassigned
Talking to the elders when they tell about how they life was,Unassigned
Having a sense of purpose,Unassigned
the organization and the people that rely on my expertise,Unassigned
"I like knowing my accuracy makes a difference even if we work retail and encourage capitalism. I have caught so many people's mistakes recently, I feel good about fixing issues before they go live because it can upset customers.",Unassigned
I would miss the intersection with people,Unassigned
"I would miss nothing - I despite working for someone else just so I can feed myself. If I could retire right now, I would, and do ANYTHING else, but I can't, because then I'll be broke. I spend 40 hours a week wasting my time enriching some other schmuck who doesn't care about me. I would miss NOTHING.",Unassigned
"The opportunity to think, learn, make a difference.",Unassigned
Making profit in an environment outside the house.,Unassigned
Serving,Unassigned
Access to opportunity,Unassigned
I would miss the ability to translate interesting subjects and doing the research,Unassigned
The challenge,Unassigned
The check,Unassigned
the comradery,Unassigned
NOTHING,Unassigned
Challenge of learning new things,Unassigned
The income to invest,Unassigned
I would only miss the money,Unassigned
my colleagues,Unassigned
Helping people and solving problems,Unassigned
Paychck,Unassigned
Pay check,Unassigned
Sense of achievement.,Unassigned
Knowing I have steady income.,Unassigned
Coworkers and money,Unassigned
Small talk with coworkers,Unassigned
People interaction,Unassigned
I love helping people get the money they deserve for injuries caused by another. It's satisfying to be on the plaintiff's side and help them financially. I would miss the interaction with clients.,Unassigned
"I get a lot of my social interaction at work, so I’d miss that",Unassigned
What I miss the most is money,Unassigned
Money. I prefer to stay busy,Unassigned
the challenge of developing new solutions to problems,Unassigned
working with the public,Unassigned
"the money, I can't suddenly quit working or I die.",Unassigned
"Being able to eat, pay for my home, etc",Unassigned
Staying actively business missing the job I enjoy doing,Unassigned
I would miss thw income and feeling that I help other people's lives,Unassigned
The routine and the collegue,Unassigned
My job is boring and mandane. I would look forward to a new job in which i could do something more interesting,Unassigned
If I were to stop working then I would miss the income.,Unassigned
Meeting coworkers,Unassigned
I'd miss interfaith people,Unassigned
I’d miss nothing,Unassigned
my paycheck,Unassigned
my fellow workers,Unassigned
I'd miss the people I work with and the feeling I've done something to help others. I get the most satification in knowing I'm needed and helpful in many different situations.,Unassigned
Talking with co-workers,Unassigned
"I would miss the satisfaction I receive when my students progress, and, most importantly, when they feel empowered by their accomplishments. Nothing beats that!",Unassigned
The connections with students and staff,Unassigned
Being out and about everyday and the co workers,Unassigned
the money AND loss of income would hurt me,Unassigned
"I tell myself I would miss the camaraderie of work, but now that we all work remotely, that’s not true. I honestly don’t really think I’d miss anything about work, at least not about the work I’m currently doing.",Unassigned
Watching people grow,Unassigned
Human connection,Unassigned
Being productive,Unassigned
I would miss my clients. Helping them out. My clients give me joy and satisfaction,Unassigned
Sense of accomplishment,Unassigned
The interaction with clients.,Unassigned
Making people around me better....and making money.,Unassigned
Feeling busy and knowing what is going on,Unassigned
the structure of my day,Unassigned
The sensation and enjoyable elements of working and achieving things,Unassigned
the income,Unassigned
the friendships at work,Unassigned
Talking to people at work,Unassigned
It would be the cameraderie of the workplace.,Unassigned
the paycheck and bonuses,Unassigned
Mentoring people,Unassigned
working on something I enjoy,Unassigned
"Since I work for a school, the kids are you I would miss.",Unassigned
absolutely nothing,Unassigned
My connection with other people,Unassigned
The people friendships formed.,Unassigned
the comraderie at work,Unassigned
The people and colleagues I work with.,Unassigned
The people I work with and working to the successes we strive for,Unassigned
solving problems for people,Unassigned
camaraderie,Unassigned
My co workers and money,Unassigned
The sense of helping others and accomplishing tasks,Unassigned
I would miss the bonus paychecks the most.,Unassigned
My relationship with my coworkers,Unassigned
Being able to talk and provide my opinions to others,Unassigned
helping,Unassigned
Nothing really. I am not happy at all with my employment,Unassigned
Solving problems and hanging out with my coworkers,Unassigned
The customers,Unassigned
"The work itself, the people and pay.",Unassigned
My co-workers,Unassigned
The weekly salary and benefits,Unassigned
The work and my coworkers,Unassigned
The work environment,Unassigned
Accomplishment being the best I can be,Unassigned
I would rather have free time and good health versus disposable income.,Unassigned
I would miss the people I work with and the clients that I take care of.,Unassigned
The accomplishments that happen at work and the team that I help succeed.,Unassigned
I’d miss problem solving the most.,Unassigned
Keeping busy …accomplishments,Unassigned
nothing at all,Unassigned
I love work and I am happy to put in the effort,Unassigned
being productive,Unassigned
I would miss the people I have met,Unassigned
The friendships with my coworkers,Unassigned
Working with people and the pay,Unassigned
coworkers and my industry,Unassigned
Being able to do the job,Unassigned
I’d miss having a purpose. I love that my job enables me to help improve people’s health,Unassigned
Getting that check on friday,Unassigned
Being sufficient and being reliable on myself.,Unassigned
A paycheck. A roof over my head. Food in my belly.,Unassigned
Having a high speed internet connection,Unassigned
Being busy doing things.,Unassigned
human contact,Unassigned
"Money,couldn't live. Making students smarter, more critical thinking",Unassigned
The cash they pay me,Unassigned
My direct supervisors.,Unassigned
my employees - the interaction with them,Unassigned
Helping others and seeing their life transformed with my assistance,Unassigned
